ID,Name,Original_Sector,Canonical_Sector,Original_Stage,Canonical_Stage,GitHub_URL
null,Crypto Tax Optimizer,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-009-crypto-tax-optimizer
null,AI-Powered Garbage Collection,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-010-ai-powered-garbage-collection
null,Automated Bookkeeping,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-011-automated-bookkeeping
null,Invoice Factoring AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-012-invoice-factoring-ai
null,Charity Donation AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-013-charity-donation-ai
null,Expense Tracker AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-014-expense-tracker-ai
null,Financial Wellness Coach,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-015-financial-wellness-coach
null,Trade Finance AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-016-trade-finance-ai
null,Remittance AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-017-remittance-ai
null,Wealth Transfer AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-018-wealth-transfer-ai
null,Payment Gateway AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-019-payment-gateway-ai
null,Debt Consolidation AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-020-debt-consolidation-ai
null,Tax Deduction Finder,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-021-tax-deduction-finder
null,Budget Forecasting AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-022-budget-forecasting-ai
null,Investment Portfolio AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-023-investment-portfolio-ai
null,Crowdfunding AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-024-crowdfunding-ai
null,Escrow Automation,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-025-escrow-automation
null,Financial Compliance Scanner,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-026-financial-compliance-scanner
null,Patent Writer AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-027-patent-writer-ai
null,Legal Analyzer AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-028-legal-analyzer-ai
null,Compliance Wallet SaaS,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-029-compliance-wallet-saas
null,Local SEO Ranker AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-030-local-seo-ranker-ai
null,Investor Dashboard Builder,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-031-investor-dashboard-builder
null,Legal Toolkit AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-032-legal-toolkit-ai
null,AI Tax Preparation Service,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service
null,Payroll Automation,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-034-payroll-automation
null,Insurance Underwriting AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-035-insurance-underwriting-ai
null,Angels in Daylight,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-001-angels-in-daylight
null,New World Apparel,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-002-new-world-apparel
null,Shopify Autopilot,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-003-shopify-autopilot
null,Shoe Customizer,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-004-shoe-customizer
null,Sunglasses AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-005-sunglasses-ai
null,Dropship Hub,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-006-dropship-hub
null,Personal Shopper AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-007-personal-shopper-ai
null,Custom Sneaker AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-008-custom-sneaker-ai
null,Sustainable Fashion AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-009-sustainable-fashion-ai
null,Jewelry Designer AI,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-010-jewelry-designer-ai
null,Shopify Autopilot,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/ec-003-shopify-autopilot
null,Online Course Platform,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/mc-017-online-course-platform
null,Local Community Hub,Technology,Technology & Software,unknown,unknown,
null,Process Automation Suite,Technology,Technology & Software,unknown,unknown,https://github.com/zquestz/s
null,Blockchain Commerce Platform,Technology,Technology & Software,unknown,unknown,https://github.com/hcengineering/platform
null,Property Holdings,Real Estate,Real Estate,planned,planned,https://github.com/zquestz/s
