ID,Name,Sector,Stage,GitHub URL,GitHub Pages URL,Repo Match
null,Emotional Intelligence Ai,Education,planned,https://github.com/Worldwidebro/edu-039-emotional-intelligence-ai,https://worldwidebro.github.io/emotional-intelligence-ai/,edu-039-emotional-intelligence-ai
null,Time Management Ai,Education,planned,https://github.com/Worldwidebro/edu-040-time-management-ai,https://worldwidebro.github.io/time-management-ai/,edu-040-time-management-ai
null,Luminary Worldwide Events,Media,planned,https://github.com/Worldwidebro/comm-001-luminary-worldwide-events,https://worldwidebro.github.io/luminary-worldwide-events/,comm-001-luminary-worldwide-events
null,Brotherhood Coaching Network,Media,planned,https://github.com/Worldwidebro/comm-002-brotherhood-coaching-network,https://worldwidebro.github.io/brotherhood-coaching-network/,comm-002-brotherhood-coaching-network
null,Ace Senior Care Connect,Media,planned,https://github.com/Worldwidebro/comm-003-ace-senior-care-connect,https://worldwidebro.github.io/ace-senior-care-connect/,comm-003-ace-senior-care-connect
null,Community Outreach Nonprofit,Media,planned,https://github.com/Worldwidebro/comm-004-community-outreach-nonprofit,https://worldwidebro.github.io/community-outreach-nonprofit/,comm-004-community-outreach-nonprofit
null,Ace Food Security Ai,Media,planned,https://github.com/Worldwidebro/comm-005-ace-food-security-ai,https://worldwidebro.github.io/ace-food-security-ai/,comm-005-ace-food-security-ai
null,Community Technology Access Ai,Media,planned,https://github.com/Worldwidebro/comm-006-community-technology-access-ai,https://worldwidebro.github.io/community-technology-access-ai/,comm-006-community-technology-access-ai
null,Youth Leadership Ai,Media,planned,https://github.com/Worldwidebro/comm-007-youth-leadership-ai,https://worldwidebro.github.io/youth-leadership-ai/,comm-007-youth-leadership-ai
null,Community Fundraising Ai,Media,planned,https://github.com/Worldwidebro/comm-008-community-fundraising-ai,https://worldwidebro.github.io/community-fundraising-ai/,comm-008-community-fundraising-ai
null,Volunteer Hub Ai,Media,planned,https://github.com/Worldwidebro/comm-009-volunteer-hub-ai,https://worldwidebro.github.io/volunteer-hub-ai/,comm-009-volunteer-hub-ai
null,Disaster Relief Ai,Media,planned,https://github.com/Worldwidebro/comm-010-disaster-relief-ai,https://worldwidebro.github.io/disaster-relief-ai/,comm-010-disaster-relief-ai
null,Indigenous Creator Hub,Media,planned,https://github.com/Worldwidebro/comm-011-indigenous-creator-hub,https://worldwidebro.github.io/indigenous-creator-hub/,comm-011-indigenous-creator-hub
null,Black Art Museum Ai,Media,planned,https://github.com/Worldwidebro/comm-012-black-art-museum-ai,https://worldwidebro.github.io/black-art-museum-ai/,comm-012-black-art-museum-ai
null,Women S Empowerment Network,Media,planned,https://github.com/Worldwidebro/comm-013-women-s-empowerment-network,https://worldwidebro.github.io/women-s-empowerment-network/,comm-013-women-s-empowerment-network
null,Veterans Support Ai,Media,planned,https://github.com/Worldwidebro/comm-014-veterans-support-ai,https://worldwidebro.github.io/veterans-support-ai/,comm-014-veterans-support-ai
null,Youth Mentorship Program,Media,planned,https://github.com/Worldwidebro/comm-015-youth-mentorship-program,https://worldwidebro.github.io/youth-mentorship-program/,comm-015-youth-mentorship-program
null,Community Health Ai,Media,planned,https://github.com/Worldwidebro/comm-016-community-health-ai,https://worldwidebro.github.io/community-health-ai/,comm-016-community-health-ai
null,Local Business Directory,Media,planned,https://github.com/Worldwidebro/comm-017-local-business-directory,https://worldwidebro.github.io/local-business-directory/,comm-017-local-business-directory
null,Neighborhood Watch Ai,Media,planned,https://github.com/Worldwidebro/comm-018-neighborhood-watch-ai,https://worldwidebro.github.io/neighborhood-watch-ai/,comm-018-neighborhood-watch-ai
null,Community Garden Ai,Media,planned,https://github.com/Worldwidebro/comm-019-community-garden-ai,https://worldwidebro.github.io/community-garden-ai/,comm-019-community-garden-ai
null,Public Transportation Ai,Media,planned,https://github.com/Worldwidebro/comm-020-public-transportation-ai,https://worldwidebro.github.io/public-transportation-ai/,comm-020-public-transportation-ai
null,Housing Assistance Ai,Media,planned,https://github.com/Worldwidebro/comm-021-housing-assistance-ai,https://worldwidebro.github.io/housing-assistance-ai/,comm-021-housing-assistance-ai
null,Job Training Center,Media,planned,https://github.com/Worldwidebro/comm-022-job-training-center,https://worldwidebro.github.io/job-training-center/,comm-022-job-training-center
null,Elder Companion Ai,Media,planned,https://github.com/Worldwidebro/comm-023-elder-companion-ai,https://worldwidebro.github.io/elder-companion-ai/,comm-023-elder-companion-ai
null,Youth Sports Ai,Media,planned,https://github.com/Worldwidebro/comm-024-youth-sports-ai,https://worldwidebro.github.io/youth-sports-ai/,comm-024-youth-sports-ai
null,Community Legal Aid,Media,planned,https://github.com/Worldwidebro/comm-025-community-legal-aid,https://worldwidebro.github.io/community-legal-aid/,comm-025-community-legal-aid
null,Public Education Ai,Media,planned,https://github.com/Worldwidebro/comm-026-public-education-ai,https://worldwidebro.github.io/public-education-ai/,comm-026-public-education-ai
null,Local Government Ai,Media,planned,https://github.com/Worldwidebro/comm-027-local-government-ai,https://worldwidebro.github.io/local-government-ai/,comm-027-local-government-ai
null,Public Safety Ai,Media,planned,https://github.com/Worldwidebro/comm-028-public-safety-ai,https://worldwidebro.github.io/public-safety-ai/,comm-028-public-safety-ai
null,Community Wellness Ai,Media,planned,https://github.com/Worldwidebro/comm-029-community-wellness-ai,https://worldwidebro.github.io/community-wellness-ai/,comm-029-community-wellness-ai
null,Cultural Exchange Ai,Media,planned,https://github.com/Worldwidebro/comm-030-cultural-exchange-ai,https://worldwidebro.github.io/cultural-exchange-ai/,comm-030-cultural-exchange-ai
null,Community Investment Ai,Media,planned,https://github.com/Worldwidebro/comm-031-community-investment-ai,https://worldwidebro.github.io/community-investment-ai/,comm-031-community-investment-ai
null,Public Health Ai,Media,planned,https://github.com/Worldwidebro/comm-032-public-health-ai,https://worldwidebro.github.io/public-health-ai/,comm-032-public-health-ai
null,Youth Innovation Hub,Media,planned,https://github.com/Worldwidebro/comm-033-youth-innovation-hub,https://worldwidebro.github.io/youth-innovation-hub/,comm-033-youth-innovation-hub
null,Senior Tech Support,Media,planned,https://github.com/Worldwidebro/comm-034-senior-tech-support,https://worldwidebro.github.io/senior-tech-support/,comm-034-senior-tech-support
null,Community Arts Ai,Media,planned,https://github.com/Worldwidebro/comm-035-community-arts-ai,https://worldwidebro.github.io/community-arts-ai/,comm-035-community-arts-ai
null,Public Infrastructure Ai,Media,planned,https://github.com/Worldwidebro/comm-036-public-infrastructure-ai,https://worldwidebro.github.io/public-infrastructure-ai/,comm-036-public-infrastructure-ai
null,Neighborhood Development Ai,Media,planned,https://github.com/Worldwidebro/comm-037-neighborhood-development-ai,https://worldwidebro.github.io/neighborhood-development-ai/,comm-037-neighborhood-development-ai
null,Community Policing Ai,Media,planned,https://github.com/Worldwidebro/comm-038-community-policing-ai,https://worldwidebro.github.io/community-policing-ai/,comm-038-community-policing-ai
null,Public Space Ai,Media,planned,https://github.com/Worldwidebro/comm-039-public-space-ai,https://worldwidebro.github.io/public-space-ai/,comm-039-public-space-ai
null,Community Recycling Ai,Media,planned,https://github.com/Worldwidebro/comm-040-community-recycling-ai,https://worldwidebro.github.io/community-recycling-ai/,comm-040-community-recycling-ai
null,Public Wi Fi Ai,Media,planned,https://github.com/Worldwidebro/comm-041-public-wi-fi-ai,https://worldwidebro.github.io/public-wi-fi-ai/,comm-041-public-wi-fi-ai
null,Community Energy Ai,Media,planned,https://github.com/Worldwidebro/comm-042-community-energy-ai,https://worldwidebro.github.io/community-energy-ai/,comm-042-community-energy-ai
null,Local Food Network Ai,Media,planned,https://github.com/Worldwidebro/comm-043-local-food-network-ai,https://worldwidebro.github.io/local-food-network-ai/,comm-043-local-food-network-ai
null,Community Volunteering Ai,Media,planned,https://github.com/Worldwidebro/comm-044-community-volunteering-ai,https://worldwidebro.github.io/community-volunteering-ai/,comm-044-community-volunteering-ai
null,Public Childcare Ai,Media,planned,https://github.com/Worldwidebro/comm-045-public-childcare-ai,https://worldwidebro.github.io/public-childcare-ai/,comm-045-public-childcare-ai
null,Community Pet Care Ai,Media,planned,https://github.com/Worldwidebro/comm-046-community-pet-care-ai,https://worldwidebro.github.io/community-pet-care-ai/,comm-046-community-pet-care-ai
null,Public Fitness Ai,Media,planned,https://github.com/Worldwidebro/comm-047-public-fitness-ai,https://worldwidebro.github.io/public-fitness-ai/,comm-047-public-fitness-ai
null,Community Transportation Ai,Media,planned,https://github.com/Worldwidebro/comm-048-community-transportation-ai,https://worldwidebro.github.io/community-transportation-ai/,comm-048-community-transportation-ai
null,Public Event Ai,Media,planned,https://github.com/Worldwidebro/comm-049-public-event-ai,https://worldwidebro.github.io/public-event-ai/,comm-049-public-event-ai
null,Community Cultural Ai,Media,planned,https://github.com/Worldwidebro/comm-050-community-cultural-ai,https://worldwidebro.github.io/community-cultural-ai/,comm-050-community-cultural-ai
null,Space Habitat Ai,Technology,planned,https://github.com/Worldwidebro/em-001-space-habitat-ai,https://worldwidebro.github.io/space-habitat-ai/,em-001-space-habitat-ai
null,Fusion Energy Ai,Technology,planned,https://github.com/Worldwidebro/em-002-fusion-energy-ai,https://worldwidebro.github.io/fusion-energy-ai/,em-002-fusion-energy-ai
null,Teleportation Research Ai,Technology,planned,https://github.com/Worldwidebro/em-003-teleportation-research-ai,https://worldwidebro.github.io/teleportation-research-ai/,em-003-teleportation-research-ai
null,Climate Solutions Ai,Technology,planned,https://github.com/Worldwidebro/em-004-climate-solutions-ai,https://worldwidebro.github.io/climate-solutions-ai/,em-004-climate-solutions-ai
null,Holographic Events Ai,Technology,planned,https://github.com/Worldwidebro/em-005-holographic-events-ai,https://worldwidebro.github.io/holographic-events-ai/,em-005-holographic-events-ai
null,Neurofeedback Ai,Technology,planned,https://github.com/Worldwidebro/em-006-neurofeedback-ai,https://worldwidebro.github.io/neurofeedback-ai/,em-006-neurofeedback-ai
null,Autonomous Delivery Ai,Technology,planned,https://github.com/Worldwidebro/em-007-autonomous-delivery-ai,https://worldwidebro.github.io/autonomous-delivery-ai/,em-007-autonomous-delivery-ai
null,Gene Editing Ai,Technology,planned,https://github.com/Worldwidebro/em-008-gene-editing-ai,https://worldwidebro.github.io/gene-editing-ai/,em-008-gene-editing-ai
null,Space Tourism Ai,Technology,planned,https://github.com/Worldwidebro/em-009-space-tourism-ai,https://worldwidebro.github.io/space-tourism-ai/,em-009-space-tourism-ai
null,Wearables Ai,Technology,planned,https://github.com/Worldwidebro/em-010-wearables-ai,https://worldwidebro.github.io/wearables-ai/,em-010-wearables-ai
null,Metaverse Hub Ai,Technology,planned,https://github.com/Worldwidebro/em-011-metaverse-hub-ai,https://worldwidebro.github.io/metaverse-hub-ai/,em-011-metaverse-hub-ai
null,Energy Grid Ai,Technology,planned,https://github.com/Worldwidebro/em-012-energy-grid-ai,https://worldwidebro.github.io/energy-grid-ai/,em-012-energy-grid-ai
null,Brain Computer Interface,Technology,planned,https://github.com/Worldwidebro/em-013-brain-computer-interface,https://worldwidebro.github.io/brain-computer-interface/,em-013-brain-computer-interface
null,Ocean Cleanup Ai,Technology,planned,https://github.com/Worldwidebro/em-014-ocean-cleanup-ai,https://worldwidebro.github.io/ocean-cleanup-ai/,em-014-ocean-cleanup-ai
null,Crypto Trading Ai,Technology,planned,https://github.com/Worldwidebro/em-015-crypto-trading-ai,https://worldwidebro.github.io/crypto-trading-ai/,em-015-crypto-trading-ai
null,Synthetic Media Ai,Technology,planned,https://github.com/Worldwidebro/em-016-synthetic-media-ai,https://worldwidebro.github.io/synthetic-media-ai/,em-016-synthetic-media-ai
null,Space Mining Ai,Technology,planned,https://github.com/Worldwidebro/em-017-space-mining-ai,https://worldwidebro.github.io/space-mining-ai/,em-017-space-mining-ai
null,Vr Therapy Ai,Technology,planned,https://github.com/Worldwidebro/em-018-vr-therapy-ai,https://worldwidebro.github.io/vr-therapy-ai/,em-018-vr-therapy-ai
null,Weather Prediction Ai,Technology,planned,https://github.com/Worldwidebro/em-019-weather-prediction-ai,https://worldwidebro.github.io/weather-prediction-ai/,em-019-weather-prediction-ai
null,Autonomous Farming Ai,Technology,planned,https://github.com/Worldwidebro/em-020-autonomous-farming-ai,https://worldwidebro.github.io/autonomous-farming-ai/,em-020-autonomous-farming-ai
null,Traffic Optimizer Ai,Technology,planned,https://github.com/Worldwidebro/em-021-traffic-optimizer-ai,https://worldwidebro.github.io/traffic-optimizer-ai/,em-021-traffic-optimizer-ai
null,Smart Grid Ai,Technology,planned,https://github.com/Worldwidebro/em-022-smart-grid-ai,https://worldwidebro.github.io/smart-grid-ai/,em-022-smart-grid-ai
null,Disaster Prediction Ai,Technology,planned,https://github.com/Worldwidebro/em-023-disaster-prediction-ai,https://worldwidebro.github.io/disaster-prediction-ai/,em-023-disaster-prediction-ai
null,Nanotech Ai,Technology,planned,https://github.com/Worldwidebro/em-024-nanotech-ai,https://worldwidebro.github.io/nanotech-ai/,em-024-nanotech-ai
null,Personalized Medicine Ai,Technology,planned,https://github.com/Worldwidebro/em-025-personalized-medicine-ai,https://worldwidebro.github.io/personalized-medicine-ai/,em-025-personalized-medicine-ai
null,Ai Diagnostic Lab,Technology,planned,https://github.com/Worldwidebro/em-026-ai-diagnostic-lab,https://worldwidebro.github.io/ai-diagnostic-lab/,em-026-ai-diagnostic-lab
null,Sustainable Cities Ai,Technology,planned,https://github.com/Worldwidebro/em-027-sustainable-cities-ai,https://worldwidebro.github.io/sustainable-cities-ai/,em-027-sustainable-cities-ai
null,Renewable Energy Ai,Technology,planned,https://github.com/Worldwidebro/em-028-renewable-energy-ai,https://worldwidebro.github.io/renewable-energy-ai/,em-028-renewable-energy-ai
null,Climate Modeling Ai,Technology,planned,https://github.com/Worldwidebro/em-029-climate-modeling-ai,https://worldwidebro.github.io/climate-modeling-ai/,em-029-climate-modeling-ai
null,Policy Advisor Ai,Technology,planned,https://github.com/Worldwidebro/em-030-policy-advisor-ai,https://worldwidebro.github.io/policy-advisor-ai/,em-030-policy-advisor-ai
null,Governance Hub Ai,Technology,planned,https://github.com/Worldwidebro/em-031-governance-hub-ai,https://worldwidebro.github.io/governance-hub-ai/,em-031-governance-hub-ai
null,Global Challenges Ai,Technology,planned,https://github.com/Worldwidebro/em-032-global-challenges-ai,https://worldwidebro.github.io/global-challenges-ai/,em-032-global-challenges-ai
null,Space Exploration Ai,Technology,planned,https://github.com/Worldwidebro/em-033-space-exploration-ai,https://worldwidebro.github.io/space-exploration-ai/,em-033-space-exploration-ai
null,Education Equity Ai,Technology,planned,https://github.com/Worldwidebro/em-034-education-equity-ai,https://worldwidebro.github.io/education-equity-ai/,em-034-education-equity-ai
null,Health Equity Ai,Technology,planned,https://github.com/Worldwidebro/em-035-health-equity-ai,https://worldwidebro.github.io/health-equity-ai/,em-035-health-equity-ai
null,Economic Equity Ai,Technology,planned,https://github.com/Worldwidebro/em-036-economic-equity-ai,https://worldwidebro.github.io/economic-equity-ai/,em-036-economic-equity-ai
null,Environmental Justice Ai,Technology,planned,https://github.com/Worldwidebro/em-037-environmental-justice-ai,https://worldwidebro.github.io/environmental-justice-ai/,em-037-environmental-justice-ai
null,Human Rights Ai,Technology,planned,https://github.com/Worldwidebro/em-038-human-rights-ai,https://worldwidebro.github.io/human-rights-ai/,em-038-human-rights-ai
null,Peacebuilding Ai,Technology,planned,https://github.com/Worldwidebro/em-039-peacebuilding-ai,https://worldwidebro.github.io/peacebuilding-ai/,em-039-peacebuilding-ai
null,Telemedicine Ai,Technology,planned,https://github.com/Worldwidebro/em-040-telemedicine-ai,https://worldwidebro.github.io/telemedicine-ai/,em-040-telemedicine-ai
null,Ai Climate Adaptation,Technology,planned,https://github.com/Worldwidebro/em-041-ai-climate-adaptation,https://worldwidebro.github.io/ai-climate-adaptation/,em-041-ai-climate-adaptation
null,Space Agriculture Ai,Technology,planned,https://github.com/Worldwidebro/em-042-space-agriculture-ai,https://worldwidebro.github.io/space-agriculture-ai/,em-042-space-agriculture-ai
null,Quantum Communication Ai,Technology,planned,https://github.com/Worldwidebro/em-043-quantum-communication-ai,https://worldwidebro.github.io/quantum-communication-ai/,em-043-quantum-communication-ai
null,Robotics Surgery Ai,Technology,planned,https://github.com/Worldwidebro/em-044-robotics-surgery-ai,https://worldwidebro.github.io/robotics-surgery-ai/,em-044-robotics-surgery-ai
null,Ai Disaster Response,Technology,planned,https://github.com/Worldwidebro/em-045-ai-disaster-response,https://worldwidebro.github.io/ai-disaster-response/,em-045-ai-disaster-response
null,Smart City Governance,Technology,planned,https://github.com/Worldwidebro/em-046-smart-city-governance,https://worldwidebro.github.io/smart-city-governance/,em-046-smart-city-governance
null,Ai Environmental Monitoring,Technology,planned,https://github.com/Worldwidebro/em-047-ai-environmental-monitoring,https://worldwidebro.github.io/ai-environmental-monitoring/,em-047-ai-environmental-monitoring
null,Space Manufacturing Ai,Technology,planned,https://github.com/Worldwidebro/em-048-space-manufacturing-ai,https://worldwidebro.github.io/space-manufacturing-ai/,em-048-space-manufacturing-ai
null,Ai Ocean Exploration,Technology,planned,https://github.com/Worldwidebro/em-049-ai-ocean-exploration,https://worldwidebro.github.io/ai-ocean-exploration/,em-049-ai-ocean-exploration
null,Ai Archaeology,Technology,planned,https://github.com/Worldwidebro/em-050-ai-archaeology,https://worldwidebro.github.io/ai-archaeology/,em-050-ai-archaeology
null,Ai Auction House,Technology,planned,https://github.com/Worldwidebro/spec-001-ai-auction-house,https://worldwidebro.github.io/ai-auction-house/,spec-001-ai-auction-house
null,Smart Marina Management,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-marina-management/,s
null,Ai Surf Report,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-surf-report/,s
null,Private Chef Ai,Technology,planned,https://github.com/get-convex/chef,https://worldwidebro.github.io/private-chef-ai/,chef
null,Virtual Concierge Ai,Technology,planned,,,
null,Smart Parking Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-parking-ai/,s
null,Ai Interior Design,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-interior-design/,s
null,Personal Stylist Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/personal-stylist-ai/,s
null,Smart Locker System,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-locker-system/,s
null,Ai Fitness Coach,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-fitness-coach/,s
null,Smart Golf Caddie,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-golf-caddie/,s
null,Ai Nutritionist,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-nutritionist/,s
null,Smart Hotel Butler,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-hotel-butler/,s
null,Ai Language Tutor,Technology,planned,,,
null,Smart Transportation Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-transportation-ai/,s
null,Ai Travel Planner,Technology,planned,,,
null,Smart Agriculture Ai,Technology,planned,https://github.com/Worldwidebro/spec-017-smart-agriculture-ai,https://worldwidebro.github.io/smart-agriculture-ai/,spec-017-smart-agriculture-ai
null,Ai Personal Shopper,Technology,planned,https://github.com/Worldwidebro/spec-018-ai-personal-shopper,https://worldwidebro.github.io/ai-personal-shopper/,spec-018-ai-personal-shopper
null,Smart Home Security,Technology,planned,https://github.com/Worldwidebro/spec-019-smart-home-security,https://worldwidebro.github.io/smart-home-security/,spec-019-smart-home-security
null,Ai Music Producer,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-music-producer/,s
null,Smart Restaurant Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-restaurant-ai/,s
null,Ai Movie Critic,Technology,planned,,,
null,Smart Museum Guide,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-museum-guide/,s
null,Ai Sports Analyst,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-sports-analyst/,s
null,Smart Library Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-library-ai/,s
null,Ai Art Curator,Technology,planned,,,
null,Smart Fitness Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-fitness-ai/,s
null,Ai Poetry Generator,Technology,planned,https://github.com/python-poetry/poetry,https://worldwidebro.github.io/ai-poetry-generator/,poetry
null,Smart Dating Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-dating-ai/,s
null,Ai Journalism Tool,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-journalism-tool/,s
null,Smart Legal Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-legal-ai/,s
null,Ai Game Designer,Technology,growth,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-game-designer/,s
null,Smart Real Estate Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-real-estate-ai/,s
null,Ai Cooking Assistant,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-cooking-assistant/,s
null,Smart Health Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-health-ai/,s
null,Ai Photography Tool,Technology,planned,,,
null,Smart Writing Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-writing-ai/,s
null,Ai Comedy Writer,Technology,planned,https://github.com/Worldwidebro/spec-038-ai-comedy-writer,https://worldwidebro.github.io/ai-comedy-writer/,spec-038-ai-comedy-writer
null,Smart Meditation Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-meditation-ai/,s
null,Ai Debate Coach,Technology,planned,,,
null,Smart Parenting Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-parenting-ai/,s
null,Ai Financial Advisor,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-financial-advisor/,s
null,Smart Automotive Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-automotive-ai/,s
null,Ai Aviation Planner,Technology,planned,,,
null,Smart Maritime Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-maritime-ai/,s
null,Ai Weather Forecast,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-weather-forecast/,s
null,Smart Energy Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-energy-ai/,s
null,Ai Sports Coach,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-sports-coach/,s
null,Smart Education Ai,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-education-ai/,s
null,Ai Language Translator,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-language-translator/,s
null,Dist,Financial,planned,https://github.com/Worldwidebro/lt-024-distribution-company,https://worldwidebro.github.io/dist/,lt-024-distribution-company
null,Node_Modules,Financial,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/node_modules/,s
null,Public,Financial,planned,https://github.com/Worldwidebro/comm-049-public-event-ai,https://worldwidebro.github.io/public/,comm-049-public-event-ai
null,Src,Financial,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/src/,s
null,Supabase,Financial,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/supabase/,s
null,Unknown,Technology,unknown,,,
null,GenixBank Lite,Financial,Ideation,https://github.com/Worldwidebro/fin-001-genixbank-lite,https://worldwidebro.github.io/genixbank-lite/,fin-001-genixbank-lite
null,Credit Repair Automation,Financial,Ideation,https://github.com/Worldwidebro/fin-002-credit-repair-automation,https://worldwidebro.github.io/credit-repair-automation/,fin-002-credit-repair-automation
null,AI Boss Hub Lite,Financial,Ideation,https://github.com/Worldwidebro/fin-003-ai-boss-hub-lite,https://worldwidebro.github.io/ai-boss-hub-lite/,fin-003-ai-boss-hub-lite
null,GenixBanks AI Treasurer,Financial,Ideation,https://github.com/Worldwidebro/fin-004-genixbanks-ai-treasurer,https://worldwidebro.github.io/genixbanks-ai-treasurer/,fin-004-genixbanks-ai-treasurer
null,U-Haul Rental Affiliate,Financial,MVP,https://github.com/Worldwidebro/fin-005-u-haul-rental-affiliate,https://worldwidebro.github.io/u-haul-rental-affiliate/,fin-005-u-haul-rental-affiliate
null,Tax Prep & Filing Services,Financial,Ideation,https://github.com/zquestz/s,https://worldwidebro.github.io/tax-prep-and-filing-services/,s
null,Business Credit Building,Financial,Ideation,https://github.com/Worldwidebro/fin-007-business-credit-building,https://worldwidebro.github.io/business-credit-building/,fin-007-business-credit-building
null,Business Formation Services,Financial,MVP,https://github.com/Worldwidebro/fin-008-business-formation-services,https://worldwidebro.github.io/business-formation-services/,fin-008-business-formation-services
null,Crypto Tax Optimizer,Financial,Ideation,https://github.com/Worldwidebro/fin-009-crypto-tax-optimizer,https://worldwidebro.github.io/crypto-tax-optimizer/,fin-009-crypto-tax-optimizer
null,AI-Powered Garbage Collection,Financial,Ideation,https://github.com/Worldwidebro/fin-010-ai-powered-garbage-collection,https://worldwidebro.github.io/ai-powered-garbage-collection/,fin-010-ai-powered-garbage-collection
null,Automated Bookkeeping,Financial,Ideation,https://github.com/Worldwidebro/fin-011-automated-bookkeeping,https://worldwidebro.github.io/automated-bookkeeping/,fin-011-automated-bookkeeping
null,Invoice Factoring AI,Financial,Ideation,https://github.com/Worldwidebro/fin-012-invoice-factoring-ai,https://worldwidebro.github.io/invoice-factoring-ai/,fin-012-invoice-factoring-ai
null,Charity Donation AI,Financial,Ideation,https://github.com/Worldwidebro/fin-013-charity-donation-ai,https://worldwidebro.github.io/charity-donation-ai/,fin-013-charity-donation-ai
null,Expense Tracker AI,Financial,Ideation,https://github.com/Worldwidebro/fin-014-expense-tracker-ai,https://worldwidebro.github.io/expense-tracker-ai/,fin-014-expense-tracker-ai
null,Financial Wellness Coach,Financial,MVP,https://github.com/Worldwidebro/fin-015-financial-wellness-coach,https://worldwidebro.github.io/financial-wellness-coach/,fin-015-financial-wellness-coach
null,Trade Finance AI,Financial,Ideation,https://github.com/Worldwidebro/fin-016-trade-finance-ai,https://worldwidebro.github.io/trade-finance-ai/,fin-016-trade-finance-ai
null,Remittance AI,Financial,Ideation,https://github.com/Worldwidebro/fin-017-remittance-ai,https://worldwidebro.github.io/remittance-ai/,fin-017-remittance-ai
null,Wealth Transfer AI,Financial,Ideation,https://github.com/Worldwidebro/fin-018-wealth-transfer-ai,https://worldwidebro.github.io/wealth-transfer-ai/,fin-018-wealth-transfer-ai
null,Payment Gateway AI,Financial,Ideation,https://github.com/Worldwidebro/fin-019-payment-gateway-ai,https://worldwidebro.github.io/payment-gateway-ai/,fin-019-payment-gateway-ai
null,Debt Consolidation AI,Financial,Ideation,https://github.com/Worldwidebro/fin-020-debt-consolidation-ai,https://worldwidebro.github.io/debt-consolidation-ai/,fin-020-debt-consolidation-ai
null,Tax Deduction Finder,Financial,Ideation,https://github.com/Worldwidebro/fin-021-tax-deduction-finder,https://worldwidebro.github.io/tax-deduction-finder/,fin-021-tax-deduction-finder
null,Budget Forecasting AI,Financial,Ideation,https://github.com/Worldwidebro/fin-022-budget-forecasting-ai,https://worldwidebro.github.io/budget-forecasting-ai/,fin-022-budget-forecasting-ai
null,Investment Portfolio AI,Financial,Ideation,https://github.com/Worldwidebro/fin-023-investment-portfolio-ai,https://worldwidebro.github.io/investment-portfolio-ai/,fin-023-investment-portfolio-ai
null,Crowdfunding AI,Financial,Ideation,https://github.com/Worldwidebro/fin-024-crowdfunding-ai,https://worldwidebro.github.io/crowdfunding-ai/,fin-024-crowdfunding-ai
null,Escrow Automation,Financial,Ideation,https://github.com/Worldwidebro/fin-025-escrow-automation,https://worldwidebro.github.io/escrow-automation/,fin-025-escrow-automation
