rank,name,total_score,tier,category,stars,language,venture_match_count,strategic_importance,capability_depth,ecosystem_fit,production_readiness,agent_native,business_value,differentiation,maintenance_risk,url
1253,mc-017-online-course-platform,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/mc-017-online-course-platform
1254,ps-002-legal-services,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-002-legal-services
1255,ps-003-accounting-services,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-003-accounting-services
1256,ps-006-web-design-agency,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-006-web-design-agency
1257,ps-007-it-support-services,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-007-it-support-services
1258,ps-008-virtual-assistant-service,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-008-virtual-assistant-service
1259,ps-009-bookkeeping-service,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-009-bookkeeping-service
1260,ps-010-tax-preparation-service,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-010-tax-preparation-service
1261,ps-012-insurance-agency,13,D — Experimental/Retire,Product,0,html,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-012-insurance-agency
1262,ps-016-photography-service,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-016-photography-service
1263,ps-017-videography-service,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-017-videography-service
1264,ps-018-translation-services,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-018-translation-services
1265,ps-019-copywriting-service,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-019-copywriting-service
1266,ps-024-recruiting-agency,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ps-024-recruiting-agency
1267,tax-company-2026,13,D — Experimental/Retire,Product,0,html,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/tax-company-2026
1268,tech-024-virtual-assistant-builder,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/tech-024-virtual-assistant-builder
1269,tech-056-virtual-assistant-builder,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/tech-056-virtual-assistant-builder
1270,clients,13,D — Experimental/Retire,Service,0,html,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/clients
1271,design-team,13,D — Experimental/Retire,Product,0,javascript,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/design-team
1272,maps,13,D — Experimental/Retire,Service,0,python,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/maps
1273,capital-orchestrator,13,D — Experimental/Retire,Service,0,typescript,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/capital-orchestrator
1274,bw-036-bridal-makeup-service,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/bw-036-bridal-makeup-service
1275,bw-032-stylist-booking-platform,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/bw-032-stylist-booking-platform
1276,bw-002-mobile-lash-service,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/bw-002-mobile-lash-service
1277,arbitrage-nexus,13,D — Experimental/Retire,Product,0,typescript,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/arbitrage-nexus
1278,ht-004-mobile-app,13,D — Experimental/Retire,Product,0,Unknown,0,8,0,0,0,0,5,0,0,https://github.com/Worldwidebro/ht-004-mobile-app
1279,iza-os-legal-research-optimization-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-legal-research-optimization-bot
1280,iza-os-legal-research-integration-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-legal-research-integration-bot
1281,iza-os-legal-research-compliance-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-legal-research-compliance-bot
1282,iza-os-legal-research-management-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-legal-research-management-bot
1283,iza-os-legal-research-orchestration-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-legal-research-orchestration-bot
1284,iza-os-legal-research-intelligence-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-legal-research-intelligence-bot
1285,iza-os-marketing-automation-automation-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-automation-bot
1286,iza-os-marketing-automation-optimization-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-optimization-bot
1287,iza-os-marketing-automation-integration-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-integration-bot
1288,iza-os-marketing-automation-compliance-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-compliance-bot
1289,iza-os-marketing-automation-management-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-management-bot
1290,iza-os-marketing-automation-orchestration-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-orchestration-bot
1291,iza-os-marketing-automation-intelligence-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-intelligence-bot
1292,iza-os-marketing-automation-processing-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-processing-bot
1293,iza-os-marketing-automation-discovery-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-discovery-bot
1294,iza-os-marketing-automation-synthesis-bot,13,D — Experimental/Retire,Unclassified,0,c,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-marketing-automation-synthesis-bot
1295,iza-os-finance-advisor-automation-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-finance-advisor-automation-bot
1296,iza-os-finance-advisor-integration-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-finance-advisor-integration-bot
1297,iza-os-finance-advisor-compliance-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-finance-advisor-compliance-bot
1298,iza-os-finance-advisor-management-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-finance-advisor-management-bot
1299,iza-os-finance-advisor-orchestration-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-finance-advisor-orchestration-bot
1300,iza-os-project-management-intelligence-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-project-management-intelligence-bot
1301,iza-os-project-management-management-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-project-management-management-bot
1302,iza-os-project-management-compliance-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-project-management-compliance-bot
1303,iza-os-project-management-integration-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-project-management-integration-bot
1304,iza-os-project-management-optimization-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-project-management-optimization-bot
1305,iza-os-project-management-automation-bot,13,D — Experimental/Retire,Unclassified,0,python,312,10,3,1,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-project-management-automation-bot
1306,Next-js-Boilerplate,13,D — Experimental/Retire,Asset,13011,typescript,0,4,0,0,0,0,3,6,0,https://github.com/ixartz/Next-js-Boilerplate
1307,hackathon-starter,13,D — Experimental/Retire,Asset,35235,javascript,0,4,0,0,0,0,3,6,0,https://github.com/sahat/hackathon-starter
1308,saas-starter-kit,13,D — Experimental/Retire,Asset,4864,typescript,0,4,0,0,0,0,3,6,0,https://github.com/boxyhq/saas-starter-kit
1309,GPT-SoVITS,13,D — Experimental/Retire,Asset,59552,python,0,4,0,0,0,0,3,6,0,https://github.com/RVC-Boss/GPT-SoVITS
1310,awesome-courses,13,D — Experimental/Retire,Unclassified,69579,Unknown,0,4,0,0,0,0,3,6,0,https://github.com/prakhar1989/awesome-courses
1311,no-mistakes,13,D — Experimental/Retire,Unclassified,5538,go,0,4,0,0,0,0,3,6,0,https://github.com/kunchenguid/no-mistakes
1312,cadence,13,D — Experimental/Retire,Asset,9367,go,0,4,0,0,0,0,3,6,0,https://github.com/cadence-workflow/cadence
1313,hacker-scripts,13,D — Experimental/Retire,Unclassified,49745,javascript,0,4,0,0,0,0,3,6,0,https://github.com/NARKOZ/hacker-scripts
1314,container,13,D — Experimental/Retire,Asset,47078,swift,0,4,0,0,0,0,3,6,0,https://github.com/apple/container
1315,zoxide,13,D — Experimental/Retire,Unclassified,37886,rust,0,4,0,0,0,0,3,6,0,https://github.com/ajeetdsouza/zoxide
1316,Sana,13,D — Experimental/Retire,Unclassified,8451,python,0,4,0,0,0,0,3,6,0,https://github.com/NVlabs/Sana
1317,frigate,13,D — Experimental/Retire,Unclassified,34203,typescript,0,4,0,0,0,0,3,6,0,https://github.com/blakeblackshear/frigate
1318,Cap,13,D — Experimental/Retire,Unclassified,20014,typescript,0,4,0,0,0,0,3,6,0,https://github.com/CapSoftware/Cap
1319,documenso,13,D — Experimental/Retire,Unclassified,13676,typescript,0,4,0,0,0,0,3,6,0,https://github.com/documenso/documenso
1320,excalidraw,13,D — Experimental/Retire,Unclassified,126983,typescript,0,4,0,0,0,0,3,6,0,https://github.com/excalidraw/excalidraw
1321,ZeroTierOne,13,D — Experimental/Retire,Unclassified,16905,c++,0,4,0,0,0,0,3,6,0,https://github.com/zerotier/ZeroTierOne
1322,pandoc,13,D — Experimental/Retire,Unclassified,45280,haskell,0,4,0,0,0,0,3,6,0,https://github.com/jgm/pandoc
1323,carbon,13,D — Experimental/Retire,Unclassified,36051,javascript,0,4,0,0,0,0,3,6,0,https://github.com/carbon-app/carbon
1324,orbstack,13,D — Experimental/Retire,Asset,9007,shell,0,4,0,0,0,0,3,6,0,https://github.com/orbstack/orbstack
1325,maigret,13,D — Experimental/Retire,Asset,35090,python,0,4,0,0,0,0,3,6,0,https://github.com/soxoj/maigret
1326,docuseal,13,D — Experimental/Retire,Unclassified,17479,ruby,0,4,0,0,0,0,3,6,0,https://github.com/docusealco/docuseal
1327,dflash,13,D — Experimental/Retire,Unclassified,5423,python,0,4,0,0,0,0,3,6,0,https://github.com/z-lab/dflash
1328,leetcode-company-wise-problems,13,D — Experimental/Retire,Unclassified,26294,Unknown,0,4,0,0,0,0,3,6,0,https://github.com/liquidslr/leetcode-company-wise-problems
1329,kustomize,13,D — Experimental/Retire,Asset,12102,go,0,4,0,0,0,0,3,6,0,https://github.com/kubernetes-sigs/kustomize
1330,opentelemetry-collector,13,D — Experimental/Retire,Unclassified,7224,go,0,4,0,0,0,0,3,6,0,https://github.com/open-telemetry/opentelemetry-collector
1331,k6,13,D — Experimental/Retire,Unclassified,30959,go,0,4,0,0,0,0,3,6,0,https://github.com/grafana/k6
1332,pi-hole,13,D — Experimental/Retire,Unclassified,59722,shell,0,4,0,0,0,0,3,6,0,https://github.com/pi-hole/pi-hole
1333,Kronos,13,D — Experimental/Retire,Asset,31900,python,0,4,0,0,0,0,3,6,0,https://github.com/shiyu-coder/Kronos
1334,gridland,13,D — Experimental/Retire,Product,356,typescript,0,4,0,0,0,0,5,4,0,https://github.com/thoughtfulllc/gridland
1335,turboquant_plus,13,D — Experimental/Retire,Unclassified,6984,python,0,4,0,0,0,0,3,6,0,https://github.com/TheTom/turboquant_plus
1336,arnis,13,D — Experimental/Retire,Asset,16707,rust,0,4,0,0,0,0,3,6,0,https://github.com/louis-e/arnis
1337,insanely-fast-whisper,13,D — Experimental/Retire,Unclassified,12974,jupyter notebook,0,4,0,0,0,0,3,6,0,https://github.com/Vaibhavs10/insanely-fast-whisper
1338,pocketbase,13,D — Experimental/Retire,Unclassified,59493,go,0,4,0,0,0,0,3,6,0,https://github.com/pocketbase/pocketbase
1339,immich,13,D — Experimental/Retire,Unclassified,106838,typescript,0,4,0,0,0,0,3,6,0,https://github.com/immich-app/immich
1340,codebuff,13,D — Experimental/Retire,Unclassified,7179,typescript,0,4,0,0,0,0,3,6,0,https://github.com/CodebuffAI/codebuff
1341,holehe,13,D — Experimental/Retire,Asset,11607,python,0,4,0,0,0,0,3,6,0,https://github.com/megadose/holehe
1342,heretic,13,D — Experimental/Retire,Asset,25905,python,0,4,0,0,0,0,3,6,0,https://github.com/p-e-w/heretic
1343,moltworker,13,D — Experimental/Retire,Unclassified,9917,typescript,0,4,0,0,0,0,3,6,0,https://github.com/cloudflare/moltworker
1344,Qwen3-Coder,13,D — Experimental/Retire,Asset,16676,python,0,4,0,0,0,0,3,6,0,https://github.com/QwenLM/Qwen3-Coder
1345,OpenManus,13,D — Experimental/Retire,Unclassified,56800,python,0,4,0,0,0,0,3,6,0,https://github.com/FoundationAgents/OpenManus
1346,pindrop,13,D — Experimental/Retire,Product,549,swift,0,4,0,0,0,0,5,4,0,https://github.com/watzon/pindrop
1347,Deep-Live-Cam,13,D — Experimental/Retire,Unclassified,94742,python,0,4,0,0,0,0,3,6,0,https://github.com/hacksider/Deep-Live-Cam
1348,IPTV,13,D — Experimental/Retire,Unclassified,18953,python,0,4,0,0,0,0,3,6,0,https://github.com/Free-TV/IPTV
1349,Clone-Wars,13,D — Experimental/Retire,Asset,36199,Unknown,0,4,0,0,0,0,3,6,0,https://github.com/GorvGoyl/Clone-Wars
1350,nocodb,13,D — Experimental/Retire,Asset,63790,typescript,0,4,0,0,0,0,3,6,0,https://github.com/nocodb/nocodb
1351,witr,13,D — Experimental/Retire,Unclassified,18184,go,0,4,0,0,0,0,3,6,0,https://github.com/pranshuparmar/witr
1352,MiniCPM-V,13,D — Experimental/Retire,Asset,25797,python,0,4,0,0,0,0,3,6,0,https://github.com/OpenBMB/MiniCPM-V
1353,MoneyPrinterV2,13,D — Experimental/Retire,Unclassified,31179,python,0,4,0,0,0,0,3,6,0,https://github.com/FujiwaraChoki/MoneyPrinterV2
1354,croc,13,D — Experimental/Retire,Unclassified,35411,go,0,4,0,0,0,0,3,6,0,https://github.com/schollz/croc
1355,Markdrop,13,D — Experimental/Retire,Product,303,javascript,0,4,0,0,0,0,5,4,0,https://github.com/rakheOmar/Markdrop
1356,slidev,13,D — Experimental/Retire,Unclassified,47569,typescript,0,4,0,0,0,0,3,6,0,https://github.com/slidevjs/slidev
1357,fizzy,13,D — Experimental/Retire,Unclassified,7930,ruby,0,4,0,0,0,0,3,6,0,https://github.com/basecamp/fizzy
1358,Telegram-iOS,13,D — Experimental/Retire,Unclassified,8707,swift,0,4,0,0,0,0,3,6,0,https://github.com/TelegramMessenger/Telegram-iOS
1359,verl,13,D — Experimental/Retire,Asset,22368,python,0,4,0,0,0,0,3,6,0,https://github.com/verl-project/verl
1360,tracy,13,D — Experimental/Retire,Unclassified,16303,c++,0,4,0,0,0,0,3,6,0,https://github.com/wolfpld/tracy
1361,VERT,13,D — Experimental/Retire,Unclassified,15233,svelte,0,4,0,0,0,0,3,6,0,https://github.com/VERT-sh/VERT
1362,open-source-games,13,D — Experimental/Retire,Unclassified,13163,python,0,4,0,0,0,0,3,6,0,https://github.com/bobeff/open-source-games
1363,containerd,13,D — Experimental/Retire,Asset,20937,go,0,4,0,0,0,0,3,6,0,https://github.com/containerd/containerd
1364,lima,13,D — Experimental/Retire,Asset,21410,go,0,4,0,0,0,0,3,6,0,https://github.com/lima-vm/lima
1365,nginx-proxy-manager,13,D — Experimental/Retire,Asset,33511,typescript,0,4,0,0,0,0,3,6,0,https://github.com/NginxProxyManager/nginx-proxy-manager
1366,nano-vllm,13,D — Experimental/Retire,Unclassified,14403,python,0,4,0,0,0,0,3,6,0,https://github.com/GeeeekExplorer/nano-vllm
1367,rachoon,13,D — Experimental/Retire,Service,946,typescript,0,4,0,0,0,0,5,4,0,https://github.com/ad-on-is/rachoon
1368,gumroad,13,D — Experimental/Retire,Unclassified,9377,ruby,0,4,0,0,0,0,3,6,0,https://github.com/antiwork/gumroad
1369,minds,13,D — Experimental/Retire,Unclassified,39380,makefile,0,4,0,0,0,0,3,6,0,https://github.com/mindsdb/minds
1370,python-training,13,D — Experimental/Retire,Asset,13624,jupyter notebook,0,4,0,0,0,0,3,6,0,https://github.com/jpmorganchase/python-training
1371,headscale,13,D — Experimental/Retire,Asset,41175,go,0,4,0,0,0,0,3,6,0,https://github.com/juanfont/headscale
1372,fish-speech,13,D — Experimental/Retire,Unclassified,31177,python,0,4,0,0,0,0,3,6,0,https://github.com/fishaudio/fish-speech
1373,SpacetimeDB,13,D — Experimental/Retire,Unclassified,24771,rust,0,4,0,0,0,0,3,6,0,https://github.com/clockworklabs/SpacetimeDB
1374,ebook2audiobook,13,D — Experimental/Retire,Unclassified,19489,python,0,4,0,0,0,0,3,6,0,https://github.com/DrewThomasson/ebook2audiobook
1375,Qwen3-VL,13,D — Experimental/Retire,Asset,19552,jupyter notebook,0,4,0,0,0,0,3,6,0,https://github.com/QwenLM/Qwen3-VL
1376,open-notebook,13,D — Experimental/Retire,Unclassified,35151,typescript,0,4,0,0,0,0,3,6,0,https://github.com/lfnovo/open-notebook
1377,hackingtool,13,D — Experimental/Retire,Unclassified,78132,python,0,4,0,0,0,0,3,6,0,https://github.com/Z4nzu/hackingtool
1378,wikipedia-mirror,13,D — Experimental/Retire,Product,549,plpgsql,0,4,0,0,0,0,5,4,0,https://github.com/pirate/wikipedia-mirror
1379,wikipedia-map,13,D — Experimental/Retire,Product,506,javascript,0,4,0,0,0,0,5,4,0,https://github.com/controversial/wikipedia-map
1380,timesfm,13,D — Experimental/Retire,Asset,26655,python,0,4,0,0,0,0,3,6,0,https://github.com/google-research/timesfm
1381,nanoGPT,13,D — Experimental/Retire,Asset,60953,python,0,4,0,0,0,0,3,6,0,https://github.com/karpathy/nanoGPT
1382,FreeDomain,13,D — Experimental/Retire,Asset,183894,html,0,4,0,0,0,0,3,6,0,https://github.com/DigitalPlatDev/FreeDomain
1383,boilerplates,13,D — Experimental/Retire,Asset,7862,python,0,4,0,0,0,0,3,6,0,https://github.com/ChristianLempa/boilerplates
1384,nvm,13,D — Experimental/Retire,Unclassified,94063,shell,0,4,0,0,0,0,3,6,0,https://github.com/nvm-sh/nvm
1385,audacity,13,D — Experimental/Retire,Unclassified,17321,c++,0,4,0,0,0,0,3,6,0,https://github.com/audacity/audacity
1386,ab-download-manager,13,D — Experimental/Retire,Unclassified,16579,kotlin,0,4,0,0,0,0,3,6,0,https://github.com/amir1376/ab-download-manager
1387,jsoncrack.com,13,D — Experimental/Retire,Asset,44213,typescript,0,4,0,0,0,0,3,6,0,https://github.com/AykutSarac/jsoncrack.com
1388,dspy,13,D — Experimental/Retire,Asset,35927,python,0,4,0,0,0,0,3,6,0,https://github.com/stanfordnlp/dspy
1389,pdfplumber,13,D — Experimental/Retire,Asset,10518,python,0,4,0,0,0,0,3,6,0,https://github.com/jsvine/pdfplumber
1390,Wan2.2,13,D — Experimental/Retire,Asset,16564,python,0,4,0,0,0,0,3,6,0,https://github.com/Wan-Video/Wan2.2
1391,whodb,13,D — Experimental/Retire,Unclassified,4920,go,0,4,0,0,0,0,3,6,0,https://github.com/clidey/whodb
1392,awesome-quant,13,D — Experimental/Retire,Unclassified,27491,html,0,4,0,0,0,0,3,6,0,https://github.com/wilsonfreitas/awesome-quant
1393,Python,13,D — Experimental/Retire,Asset,222498,python,0,4,0,0,0,0,3,6,0,https://github.com/TheAlgorithms/Python
1394,copyparty,13,D — Experimental/Retire,Asset,45517,python,0,4,0,0,0,0,3,6,0,https://github.com/9001/copyparty
1395,puck,13,D — Experimental/Retire,Unclassified,12924,typescript,0,4,0,0,0,0,3,6,0,https://github.com/puckeditor/puck
1396,zstd,13,D — Experimental/Retire,Asset,27366,c,0,4,0,0,0,0,3,6,0,https://github.com/facebook/zstd
1397,awesome,13,D — Experimental/Retire,Unclassified,482968,Unknown,0,4,0,0,0,0,3,6,0,https://github.com/sindresorhus/awesome
1398,zed,13,D — Experimental/Retire,Unclassified,86638,rust,0,4,0,0,0,0,3,6,0,https://github.com/zed-industries/zed
1399,poml,13,D — Experimental/Retire,Asset,4862,typescript,0,4,0,0,0,0,3,6,0,https://github.com/microsoft/poml
1400,syncthing,13,D — Experimental/Retire,Unclassified,86154,go,0,4,0,0,0,0,3,6,0,https://github.com/syncthing/syncthing
1401,puter,13,D — Experimental/Retire,Unclassified,42660,typescript,0,4,0,0,0,0,3,6,0,https://github.com/HeyPuter/puter
1402,pastel,13,D — Experimental/Retire,Unclassified,6426,rust,0,4,0,0,0,0,3,6,0,https://github.com/sharkdp/pastel
1403,awesome-tunneling,13,D — Experimental/Retire,Asset,21414,Unknown,0,4,0,0,0,0,3,6,0,https://github.com/anderspitman/awesome-tunneling
1404,AltStore,13,D — Experimental/Retire,Asset,14039,swift,0,4,0,0,0,0,3,6,0,https://github.com/altstoreio/AltStore
1405,SDL,13,D — Experimental/Retire,Unclassified,16064,c,0,4,0,0,0,0,3,6,0,https://github.com/libsdl-org/SDL
1406,poetry,13,D — Experimental/Retire,Unclassified,34290,python,0,4,0,0,0,0,3,6,0,https://github.com/python-poetry/poetry
1407,drizzle-orm,13,D — Experimental/Retire,Unclassified,35071,typescript,0,4,0,0,0,0,3,6,0,https://github.com/drizzle-team/drizzle-orm
1408,free-programming-books,13,D — Experimental/Retire,Asset,391462,python,0,4,0,0,0,0,3,6,0,https://github.com/EbookFoundation/free-programming-books
1409,awesome-for-beginners,13,D — Experimental/Retire,Unclassified,87244,Unknown,0,4,0,0,0,0,3,6,0,https://github.com/MunGell/awesome-for-beginners
1410,awesome-interview-questions,13,D — Experimental/Retire,Unclassified,83454,Unknown,0,4,0,0,0,0,3,6,0,https://github.com/DopplerHQ/awesome-interview-questions
1411,the-art-of-command-line,13,D — Experimental/Retire,Unclassified,161636,Unknown,0,4,0,0,0,0,3,6,0,https://github.com/jlevy/the-art-of-command-line
1412,alive-progress,13,D — Experimental/Retire,Unclassified,6289,python,0,4,0,0,0,0,3,6,0,https://github.com/rsalmei/alive-progress
1413,awesome-matlab-robotics,12,D — Experimental/Retire,Unclassified,1648,Unknown,0,4,0,0,0,0,3,5,0,https://github.com/mathworks-robotics/awesome-matlab-robotics
1414,CF-Hero,12,D — Experimental/Retire,Asset,2607,go,0,4,0,0,0,0,3,5,0,https://github.com/musana/CF-Hero
1415,Bayesian-Credit-Risk-Engine,12,D — Experimental/Retire,Unclassified,19,python,2,4,3,1,0,0,3,2,-1,https://github.com/Niroshan-k/Bayesian-Credit-Risk-Engine
1416,InstagramOSINT,12,D — Experimental/Retire,Unclassified,1618,python,0,4,0,0,0,0,3,5,0,https://github.com/sc1341/InstagramOSINT
1417,InstaBrute,12,D — Experimental/Retire,Unclassified,1497,shell,0,4,0,0,0,0,3,5,0,https://github.com/Ha3MrX/InstaBrute
1418,awesome-github-templates,12,D — Experimental/Retire,Asset,2306,Unknown,0,4,0,0,0,0,3,5,0,https://github.com/devspace/awesome-github-templates
1419,yesitsme,12,D — Experimental/Retire,Asset,2864,python,0,4,0,0,0,0,3,5,0,https://github.com/0x0be/yesitsme
1420,openwork,12,D — Experimental/Retire,Unclassified,1406,typescript,0,4,0,0,0,0,3,5,0,https://github.com/langchain-ai/openwork
1421,testdisk,12,D — Experimental/Retire,Unclassified,2475,c,0,4,0,0,0,0,3,5,0,https://github.com/cgsecurity/testdisk
1422,TG-All-In-One-Tool,12,D — Experimental/Retire,Product,153,python,0,4,0,0,0,0,5,3,0,https://github.com/CallToSta/TG-All-In-One-Tool
1423,bookhunter,12,D — Experimental/Retire,Unclassified,1296,go,0,4,0,0,0,0,3,5,0,https://github.com/bookstairs/bookhunter
1424,Depixelization_poc,12,D — Experimental/Retire,Asset,4549,python,0,4,0,0,0,0,3,5,0,https://github.com/spipm/Depixelization_poc
1425,macless-haystack,12,D — Experimental/Retire,Asset,2097,dart,0,4,0,0,0,0,3,5,0,https://github.com/dchristl/macless-haystack
1426,UserLAnd,12,D — Experimental/Retire,Asset,4235,kotlin,0,4,0,0,0,0,3,5,0,https://github.com/CypherpunkArmory/UserLAnd
1427,wikiextractor,12,D — Experimental/Retire,Asset,3992,python,0,4,0,0,0,0,3,5,0,https://github.com/attardi/wikiextractor
1428,DrQA,12,D — Experimental/Retire,Asset,4469,python,0,4,0,0,0,0,3,5,0,https://github.com/facebookresearch/DrQA
1429,wikipedia-data-science,12,D — Experimental/Retire,Unclassified,695,jupyter notebook,455,4,3,1,0,0,3,4,-3,https://github.com/WillKoehrsen/wikipedia-data-science
1430,monad,12,D — Experimental/Retire,Unclassified,1203,c++,0,4,0,0,0,0,3,5,0,https://github.com/category-labs/monad
1431,playball,12,D — Experimental/Retire,Asset,1197,javascript,0,4,0,0,0,0,3,5,0,https://github.com/paaatrick/playball
1432,etl,12,D — Experimental/Retire,Asset,3062,c++,0,4,0,0,0,0,3,5,0,https://github.com/ETLCPP/etl
1433,ethereum-etl,12,D — Experimental/Retire,Asset,3129,python,0,4,0,0,0,0,3,5,0,https://github.com/blockchain-etl/ethereum-etl
1434,diskonaut,12,D — Experimental/Retire,Unclassified,3089,rust,0,4,0,0,0,0,3,5,0,https://github.com/imsnif/diskonaut
1435,FileSync,12,D — Experimental/Retire,Unclassified,1216,javascript,0,4,0,0,0,0,3,5,0,https://github.com/polius/FileSync
1436,beheader,12,D — Experimental/Retire,Unclassified,1428,javascript,0,4,0,0,0,0,3,5,0,https://github.com/p2r3/beheader
1437,kaneo,12,D — Experimental/Retire,Asset,3804,typescript,0,4,0,0,0,0,3,5,0,https://github.com/usekaneo/kaneo
1438,awesome-for-non-programmers,12,D — Experimental/Retire,Unclassified,1889,Unknown,0,4,0,0,0,0,3,5,0,https://github.com/szabgab/awesome-for-non-programmers
